"","x"
"1",0
"2",-0.000717197644571809
"3",-0.00143542477240969
"4",-0.00828447134480805
"5",-0.00186908758010379
"6",0
"7",0.00496808957847671
"8",0
"9",-0.000798570179107849
"10",0.00936215557923577
"11",0.00980318226378101
"12",-0.000336046598461518
"13",0
"14",0.00138198931759602
"15",0
"16",-0.010070869078702
"17",-0.00339110776186888
"18",-0.00332703213610593
"19",0.00333813822926947
"20",0
"21",-0.00695652173913047
"22",0
"23",-0.02284321937105
"24",-0.0108314501675367
"25",-0.0117378288955413
"26",0.00338780390593862
"27",0
"28",0.000595829195630586
"29",0
"30",-0.00480349344978162
"31",0.0024332841357852
"32",0.0036211699164345
"33",-0.0073748067086951
"34",0
"35",0.00243658877571396
"36",0
"37",0.00270959515460638
"38",0.00862343029724997
"39",0.00204877664394637
"40",-0.00440372744072672
"41",0
"42",-0.000394929110224715
"43",0
"44",0.00304215558452857
"45",0.000866551126516393
"46",-0.00334513970877607
"47",0.00533070088845015
"48",0
"49",-0.000785545954438335
"50",0
"51",0.012932389937107
"52",0.011874733206566
"53",-0.00210930009587728
"54",0.00138355111452725
"55",0
"56",-0.0151596561252687
"57",0
"58",-0.000545574997077312
"59",-0.000740827387218636
"60",-0.010847510535352
"61",-0.0244970414201183
"62",0
"63",-0.0184803267418821
"64",0
"65",0.0110003295978907
"66",0.00183381555890623
"67",-0.00199316628701598
"68",-0.0128388017118402
"69",0
"70",0.00268373245251858
"71",0
"72",-0.00164710726786082
"73",-0.022190142297381
"74",0.000632724511747585
"75",0.00134895877244763
"76",0
"77",-0.00058937442115016
"78",0
"79",-0.000379106992417898
"80",-0.00712148666301466
"81",-0.0137933961463373
"82",0.0100271119335543
"83",0
"84",-0.00962931401789515
"85",0
"86",0.00886250215109272
"87",0.00439232409381671
"88",-0.00560438160743866
"89",-0.00636181204901588
"90",0
"91",-0.00644551392231007
"92",0
"93",0.00211919384136324
"94",0.00319364723145315
"95",-0.0303721230372123
"96",0.00412618128577121
"97",0
"98",0.00410922587486752
"99",0
"100",-0.00928492849284925
"101",0.00706227236386253
"102",-0.00202884488157737
"103",0
"104",0
"105",0
"106",0.00287267423874133
"107",0
"108",0
"109",0.00995945707738426
"110",0
"111",0
"112",0
"113",0.00445065014399154
"114",0
"115",0.011511728931364
"116",0.0106935795576552
"117",-0.000722359139967822
"118",0
"119",0.00225368882085308
"120",0
"121",0.00933389902418328
"122",-0.00920554854981088
"123",0.0224852573077086
"124",-0.0121986639558525
"125",0
"126",0.0106271264754065
"127",0
"128",0.0108478802992518
"129",-0.00106903499033753
"130",-0.0153941140152295
"131",0.0037623845156975
"132",0
"133",0.0102453042355587
"134",0
"135",0.00325679185389788
"136",-0.0179158448389217
"137",-0.00443514644351461
"138",-0.00407665798100373
"139",0
"140",0.00670971008988483
"141",0
"142",0.0167672702883971
"143",-0.00754452506596295
"144",0.0152037552444647
"145",-0.00552395760874013
"146",0
"147",0.00950460829493084
"148",0
"149",0.00346443855716324
"150",0.00901705930138092
"151",-0.00426696723291197
"152",-0.006872574385511
"153",0
"154",-0.00492550679801348
"155",0
"156",0.00695438740028636
"157",-0.00515945561649393
"158",0.0131901339431557
"159",0.00112853169964942
"160",0
"161",-0.00374411208180691
"162",0
"163",-0.00331366685524926
"164",0.00279759974051252
"165",0.00909715764363401
"166",0.00460774100488821
"167",0
"168",0.0028317313444741
"169",0
"170",-0.00127266942411719
"171",-0.0121057661675691
"172",-0.001854240567559
"173",-0.00936919473386633
"174",0
"175",0.00362821035466779
"176",0
"177",-0.0116170437466997
"178",-0.00612337155303501
"179",-0.00219153159113471
"180",-0.00323235671957222
"181",0
"182",0.00128882052134865
"183",0
"184",0.000332170735758066
"185",-0.00481487630748793
"186",0.0254838171504838
"187",0.000203359498922195
"188",0
"189",0.00227716330514003
"190",0
"191",0.00746510873093137
"192",0.00600032216494849
"193",-0.00124094311676871
"194",0
"195",0
"196",0.00805611222444886
"197",0
"198",-0.000238559103017736
"199",-0.00489162855438464
"200",-0.00183838222364316
"201",-0.00316303651505449
"202",0
"203",0.00192794312567787
"204",0
"205",0.00833834435758676
"206",-0.00942233530791566
"207",0.00537807031626268
"208",0.0111377245508982
"209",0
"210",-0.012949583481385
"211",0
"212",0.00227990880364796
"213",0.0170803735334024
"214",0.00772973397159235
"215",0
"216",0
"217",-0.00404937117937939
"218",0
"219",0
"220",7.81891395284484e-05
"221",0.00238458230718108
"222",-0.000194992590281569
"223",0
"224",-0.00971252486640388
"225",0
"226",-0.00126043800220587
"227",-0.00469316926960092
"228",0.000752862860086417
"229",0.00289040228064626
"230",0
"231",0
"232",-0.00868569623751431
"233",0
"234",-0.00410211477956119
"235",-0.0174758058066063
"236",-0.00032561357808628
"237",0
"238",0.0014250234110989
"239",0
"240",-0.00764351927142614
"241",0.00208947885939033
"242",0.000163538983605254
"243",0.00662224584065724
"244",0
"245",0.0016649746192893
"246",0
"247",0.000729749452687984
"248",0.0187976016853023
"249",-0.0011929378081756
"250",-0.00310534278206871
"251",0
"252",0.0054712460063897
"253",0
"254",0.00107240735592019
"255",-0.00607046500555475
"256",0.00351283381900929
"257",0.00644417041250639
"258",0
"259",0
"260",-0.00185763408560919
"261",0
"262",0.00277183812465352
"263",-0.00106618227768136
"264",0.00798513657745989
"265",0
"266",0.00392172242048708
"267",0
"268",0.010586351029337
"269",-0.00193274062620796
"270",-0.0138652207591015
"271",-0.00514492184431699
"272",0
"273",-0.000118431960838391
"274",0
"275",-0.00347441566645617
"276",0.0106973058637084
"277",-0.0164249313994512
"278",0.000677533777051641
"279",0
"280",-0.00577505177632627
"281",0
"282",-0.00476705524175784
"283",0.000241507003703071
"284",0.00668008048289735
"285",0.00391749280460513
"286",0
"287",-0.00832205144540897
"288",0
"289",0.00345312186307967
"290",-0.00124044656076184
"291",-0.00360576923076923
"292",-0.00100522718134298
"293",0
"294",-0.0104648822700745
"295",0
"296",-0.00447427293064877
"297",-0.00281920326864151
"298",0.00376956486109984
"299",-0.00755163686831578
"300",0
"301",-0.00308476946489532
"302",0
"303",-0.000701378001485384
"304",0.00639940547458817
"305",8.2047915983046e-05
"306",0.00935269505291645
"307",0
"308",0.00308867755831907
"309",0
"310",0.00538854225751567
"311",0.00112834978843449
"312",-0.00277744233788193
"313",0.00795188504076847
"314",0
"315",0.00560650354411117
"316",0
"317",-0.000915933256341734
"318",-0.00502232142857157
"319",0.0104158320647384
"320",0.00301324240742224
"321",0
"322",0.00209502727488328
"323",0
"324",0.0026823399471422
"325",-0.00106219756874789
"326",-0.00118147448015123
"327",-0.00820124595852051
"328",0
"329",0.000238530651188642
"330",0
"331",0.00302066772655004
"332",0.00733079727373593
"333",0.0105031273356675
"334",0.00132357521021474
"335",0
"336",-0.00295466915480908
"337",0
"338",-0.00935818451220463
"339",0.00192867826497681
"340",0.0097426831663721
"341",0.00828697039256107
"342",0
"343",-0.00223799969131028
"344",0
"345",-0.00672905870523633
"346",0.00190780252297154
"347",0.00182644852912595
"348",-0.00287044220325837
"349",0
"350",0
"351",0.025947249669338
"352",0
"353",-0.00769726614340431
"354",0.00248376003056935
"355",0.00659424433009346
"356",0
"357",0.00961829748561028
"358",0
"359",0.00183782161878332
"360",0.00172213694732504
"361",0.0042231939305603
"362",0.00204689244510607
"363",0
"364",-0.00895078922934073
"365",0
"366",-0.0057712486883526
"367",0.000791556728232156
"368",-0.00225980189070092
"369",-0.00128345475821981
"370",0
"371",-0.00812639377102468
"372",0
"373",-0.00190534258059599
"374",0.00129810629199759
"375",-0.0146419583619309
"376",0.00208962154631998
"377",0
"378",-0.00115848007414272
"379",0
"380",0.00521920668058455
"381",-0.0134610207299719
"382",0.000623757358387552
"383",-0.000194802664900456
"384",0
"385",-0.00732600732600722
"386",0
"387",-0.00192352987359664
"388",0.0023598820058997
"389",0.000196193839513439
"390",-0.00996469203609262
"391",0
"392",0.013433190679981
"393",0
"394",0.00989247311827964
"395",-0.00166485984203197
"396",0.000775644754702346
"397",0.00724665762449131
"398",0
"399",0.00284702985534014
"400",0
"401",-0.0142331005908079
"402",-0.00354154504767461
"403",0.00484299328229968
"404",-0.00404228855721397
"405",0
"406",-0.00491726506400246
"407",0
"408",0.00121578162993172
"409",-0.0011359630224451
"410",-0.000980392156862745
"411",-0.00573110893032381
"412",0
"413",0.00438232855620037
"414",0
"415",-0.0014544025157232
"416",0.00543242924064076
"417",0.00168356759719674
"418",-0.00938086303939962
"419",0
"420",0.00291982323232327
"421",0
"422",0.00369816665355246
"423",0.00658513640639706
"424",0.000623052959501522
"425",-0.000389165628891656
"426",0
"427",-0.00494432764930305
"428",0
"429",-0.00262138581321659
"430",0.00596265495057284
"431",-0.00171580096708785
"432",0.00339843749999993
"433",0
"434",0.00144041733172432
"435",0
"436",-0.00225470377857261
"437",0.00284422972025254
"438",0.0026419052799253
"439",0.000116247529740064
"440",0
"441",0.00340953118946152
"442",0
"443",-0.00235539423893751
"444",-0.00619266942756512
"445",-0.00284301125520884
"446",-0.00367130135916267
"447",0
"448",-0.00160721285770283
"449",0
"450",-0.00561466881306694
"451",-0.00205322593382288
"452",-0.00688454538260667
"453",-0.00346613545816726
"454",0
"455",-0.0027985447567265
"456",0
"457",-0.00501142605139719
"458",0.00141026674188089
"459",0.00671951072305147
"460",0.00287769784172655
"461",0
"462",0.00478240076518412
"463",0
"464",-0.000198318261145486
"465",0.00333240766453766
"466",0
"467",0
"468",0
"469",0
"470",0.0117433078960896
"471",0
"472",0
"473",0.00906675003908075
"474",0
"475",0
"476",0
"477",0.0163051897753679
"478",0
"479",0.00217217331656578
"480",-0.000304205643014747
"481",0.00201597565614309
"482",0
"483",0.00212580192081384
"484",0
"485",-0.00678055986969207
"486",0.0066742944317315
"487",0.0025004735745406
"488",0.00283436000151166
"489",0
"490",0.00938347904733196
"491",0
"492",-0.00403210752286734
"493",0.00134947707763255
"494",-0.00258301201662115
"495",0.00206425461642396
"496",0
"497",-0.00176036555676253
"498",0
"499",0.000600330181600016
"500",0.0152242387880606
"501",0.000923395139247987
"502",-0.00132846230488207
"503",0
"504",-0.00687285223367711
"505",0
"506",0.000781337202812949
"507",0.000111532455944578
"508",-0.00275082710679904
"509",-0.00760427927088368
"510",0
"511",0.00184051384141518
"512",0
"513",-0.00164967006598667
"514",-0.00506985128436232
"515",-0.0069452308156872
"516",-0.00102626477631239
"517",0
"518",0.00624001217563355
"519",0
"520",0.00230658700748692
"521",0.00822424265288421
"522",0.0121234798877456
"523",-0.000258789604052007
"524",0
"525",-0.00406774646845648
"526",0
"527",-0.00501262438734591
"528",-0.00697839310370557
"529",-0.0016159338594514
"530",-0.000301125456393167
"531",0
"532",0.00417937422342705
"533",0
"534",-0.00581177352830896
"535",-0.00595889119366403
"536",-0.00766399817885185
"537",0.0111259797361881
"538",0
"539",-0.00143689026695898
"540",0
"541",0.0083308088458043
"542",-0.00150217815832958
"543",-0.00631863998796456
"544",-0.000302800908402794
"545",0
"546",-0.00109798576404651
"547",0
"548",0.00272903005723376
"549",0.00060480060480057
"550",-0.00362661025272937
"551",-0.00655924170616121
"552",0
"553",0.00175559117624623
"554",0
"555",-0.00106674794270047
"556",0.00789473684210519
"557",0.00590305369508471
"558",0.0131286912688559
"559",0
"560",0.00430714391801588
"561",0
"562",-0.00809671694764866
"563",-0.00670915800067092
"564",-0.00645427595782216
"565",0
"566",0
"567",0.00725157684027657
"568",0
"569",0
"570",0.00288724736585542
"571",-0.00717864353548187
"572",0.0026361376817052
"573",0
"574",0.000563401442307692
"575",0
"576",0.00525545253200195
"577",0.00881287576085735
"578",-0.00695909679807521
"579",0.00175196630260569
"580",0
"581",0.00420480762074858
"582",0
"583",-0.00537295734983511
"584",0.00696669398703535
"585",-0.00210884605423814
"586",-0.00878689010826035
"587",0
"588",-0.00931363381335332
"589",0
"590",0.00343577739182961
"591",-0.00541821876058232
"592",-0.000718798471607495
"593",0.000605739380631449
"594",0
"595",-0.0062807415815361
"596",0
"597",-0.00464514163874515
"598",-0.00221865197766037
"599",0.00831927618463419
"600",-0.00429641458499666
"601",0
"602",0
"603",-0.00213838399266854
"604",0
"605",0.0055487524873718
"606",0.00376755337367283
"607",0.00420837124658777
"608",0
"609",-0.00339789330615019
"610",0
"611",-0.01882789710952
"612",-0.0028957528957529
"613",-0.00135527589545015
"614",-0.00093059325319895
"615",0
"616",3.88108359853718e-05
"617",0
"618",0.00364807699771029
"619",-0.00313212946135103
"620",0.0122963537626066
"621",-0.00103460167835376
"622",0
"623",0
"624",-0.0061373225930188
"625",0
"626",0.00401389424932462
"627",0.00357499807795792
"628",-0.00823533918106255
"629",0
"630",0.000656573458983575
"631",0
"632",-0.00262457061252853
"633",0.0062304090398978
"634",-0.00219213906622561
"635",0.000770861437656581
"636",0
"637",0.00103986135181969
"638",0
"639",-0.000730994152046644
"640",-0.0019250760405036
"641",0.00509200324036563
"642",-0.0134331222414124
"643",0
"644",-0.00287881735071001
"645",0
"646",-0.00421364753618654
"647",-0.00152803353837719
"648",-0.00631768953068588
"649",0.0023693875133278
"650",0
"651",-0.000354568017964815
"652",0
"653",-0.00662095057933325
"654",-0.00452273268269463
"655",-0.00243105372230189
"656",-0.000878910151412176
"657",0
"658",-0.0021192370746532
"659",0
"660",0.00316557140567402
"661",0.00311563810665076
"662",-0.000119460040616486
"663",-0.000119474313022773
"664",0
"665",0.00533715696817624
"666",0
"667",-0.00637851115248996
"668",-0.0020733652312599
"669",-0.00439507751318523
"670",-0.00337105706718039
"671",0
"672",-0.000483208504469789
"673",0
"674",-0.00668761582467163
"675",-0.00673264114211547
"676",-0.00567578603511641
"677",0.00919880087060083
"678",0
"679",-0.00309257375381482
"680",0
"681",0.00277562349483641
"682",0.00256441567957023
"683",-0.0026390580592773
"684",-0.00350091593730914
"685",0
"686",-0.000122554025899825
"687",0
"688",-0.00232881189736878
"689",-0.00159711699905815
"690",-0.00291222313371612
"691",0.000699329466452679
"692",0
"693",-0.00546740113458839
"694",0
"695",0.00223205059314663
"696",-0.00230956406978179
"697",0.00396841800669667
"698",4.11742907729912e-05
"699",0
"700",-0.0115694993412386
"701",0
"702",-0.00279085266797177
"703",-0.012531328320802
"704",-0.00135363790186118
"705",-0.00169434090138936
"706",0
"707",0.00504921928038002
"708",0
"709",0.00557267699582061
"710",0.00478609513413665
"711",-0.003593364810095
"712",0.00448693756028023
"713",0
"714",0
"715",0.0121482842114052
"716",0
"717",-0.00664054444215298
"718",-0.00572994519182868
"719",0.00430134469222425
"720",0
"721",-0.001995924986486
"722",0
"723",-0.00766634723553189
"724",0.00491245748834877
"725",0.0070610846494527
"726",-0.00518607642202215
"727",0
"728",-0.00191842522312135
"729",0
"730",-0.00564098278455624
"731",0.00483254191704837
"732",0.0118768819003011
"733",-0.00648867581418409
"734",0
"735",-4.15990681808349e-05
"736",0
"737",-0.00141442715700145
"738",0.002582902849525
"739",0.0041967921549073
"740",-0.00798609674349308
"741",0
"742",0.00337866021523313
"743",0
"744",-0.000706713780918652
"745",-0.00636492220650644
"746",-0.00741050868746067
"747",0.00156065463134799
"748",0
"749",0.00176879343019575
"750",0
"751",0.0129062092739733
"752",-0.00290528762347472
"753",0.00187312687312687
"754",0.000290830528896015
"755",0
"756",-0.0139973417511214
"757",0
"758",-0.00117949366022165
"759",0.0025726456075239
"760",0.0142604745078244
"761",0.011778856123761
"762",0
"763",0.00836236933797913
"764",0
"765",0.000609780885401846
"766",-0.00134070041439838
"767",-0.00492250111875022
"768",0.00396565821749788
"769",0
"770",-0.00452009610294413
"771",0
"772",0.0111674711609262
"773",-0.00436910878271782
"774",0.000203161188086628
"775",0.00247806304842375
"776",0
"777",-0.00247193743161645
"778",0
"779",-0.00438739031524201
"780",-0.00852782764811494
"781",0.0133338820527594
"782",0.000771636275027266
"783",0
"784",0.000121743364986682
"785",0
"786",-0.000527490363156901
"787",-0.00133972068853513
"788",-0.00471563884710757
"789",-0.0104153902708001
"790",0
"791",-0.0048291233283805
"792",0
"793",-0.00286176433992787
"794",0.000956659179768814
"795",0.00714730937045494
"796",0.00870569789990525
"797",0
"798",-0.000654450261780254
"799",0
"800",0.00114603798297322
"801",0.00253475061324604
"802",0.000774814452328558
"803",-0.0027708732325495
"804",0
"805",-0.000204306787071467
"806",0
"807",-0.00179826712440743
"808",-0.00650999017359977
"809",0.0107150216361014
"810",-0.00709480122324163
"811",0
"812",0.0104718492053714
"813",0
"814",0.00812809883768187
"815",-0.00354752882367158
"816",0.00538069423092472
"817",0.000603597440746851
"818",0
"819",0.00164883777044957
"820",0
"821",-4.01493556028061e-05
"822",0.000361358708744917
"823",-0.00240818783865141
"824",-0.00595453631060156
"825",0
"826",0.00509976929615104
"827",0
"828",0.0037450167116336
"829",0.00698066276177489
"830",0.00378486055776892
"831",-0.00127009327247463
"832",0
"833",0
"834",0
"835",0
"836",0.00782895521201757
"837",0
"838",0.00867507886435331
"839",0
"840",0
"841",0
"842",0
"843",0.00304925723221274
"844",0.00588510406111151
"845",-0.0081754426750358
"846",0
"847",0.00961012579107739
"848",0
"849",-0.00444977557653614
"850",0.00167126588674248
"851",0.0025609188266337
"852",-0.00228345847201799
"853",0
"854",0.0029481360797548
"855",0
"856",0.00127634886869085
"857",-0.00162237330037093
"858",-0.00123810260775355
"859",-0.00503602696211358
"860",0
"861",-0.00362093131910924
"862",0
"863",0.00199288812473132
"864",-0.0017939318305904
"865",0.00304735114861704
"866",0.00794578172470207
"867",0
"868",0.0063760723394389
"869",0
"870",0.00414698767423097
"871",0.00240908569461978
"872",0.00957503624017697
"873",-0.00343850368411106
"874",0
"875",-0.00496701296731626
"876",0
"877",0.00156232138093964
"878",-0.00136965454268753
"879",-0.00182871075891503
"880",0.00370229007633581
"881",0
"882",-0.00642658858424902
"883",0
"884",0.0027556644213104
"885",0.00213740458015264
"886",-0.00102833638025587
"887",0.00388882534599101
"888",0
"889",0.00679807071512669
"890",0
"891",0.00652583930592236
"892",0.0071955926994715
"893",-0.00930232558139535
"894",-0.00165258215962445
"895",0
"896",0.0015048342801249
"897",0
"898",-0.00450771946959168
"899",-0.0016603147051055
"900",-0.00279699134444557
"901",-0.00545806011446768
"902",0
"903",-0.0202370517169099
"904",0
"905",-0.00124474871635299
"906",0.00159682193488079
"907",-0.000427732628222541
"908",0.00890842604839341
"909",0
"910",-0.00308463466358203
"911",0
"912",0.00332624250628502
"913",0.00763270498438772
"914",-0.00872259841615983
"915",0.00613638995021423
"916",0
"917",0.00161104718066736
"918",0
"919",0.00160845588235305
"920",-0.00305880553643802
"921",0.00452558103858239
"922",0.00129810629199759
"923",0
"924",0.00629146648364219
"925",0
"926",-0.00246296085786821
"927",-0.00501405454683576
"928",-0.011109414369703
"929",0.000193027834613751
"930",0
"931",-0.001466728423653
"932",0
