"","x"
"933",-0.00247390800154623
"934",0.000116252034410673
"935",-0.00565694137703898
"936",0.00413046019561232
"937",0
"938",0.00896425938142726
"939",0
"940",0.00230769230769231
"941",0.00188027628549505
"942",-0.00509402887893071
"943",-0.00346473668001232
"944",0
"945",-0.00668314919261366
"946",0
"947",-0.00723369501808438
"948",-0.000391742077016492
"949",-0.00011756867970362
"950",0
"951",0
"952",-0.00486007682056913
"953",0
"954",0
"955",0.00169358014966529
"956",0.00719537608618713
"957",0.00265459088069963
"958",0
"959",-0.00365986606447597
"960",0
"961",0.00218835482610391
"962",0.00116977306402558
"963",-0.0100093472503505
"964",0.00597977890554303
"965",0
"966",0
"967",0.00207266043564983
"968",0
"969",0.00312207305650952
"970",0.000700280112044712
"971",0.000777544514423451
"972",0
"973",0.00660399347370057
"974",0
"975",0.00216116085211499
"976",0.000539125077017728
"977",-0.00569625125086588
"978",-0.00843849190988627
"979",0
"980",-0.00308400999375394
"981",0
"982",-0.00446411089791269
"983",0.00208472642882419
"984",0.0077327680954625
"985",-0.000895882834105941
"986",0
"987",0
"988",-0.00327485380116963
"989",0
"990",0.00262066807478693
"991",-0.000546170951507857
"992",0.0113977907022131
"993",0
"994",0.0166338620663039
"995",0
"996",0.0054285931212513
"997",0.00815555975080231
"998",0.000337066027489641
"999",0.00385623362036697
"1000",0
"1001",-0.00898817737664579
"1002",0
"1003",-0.00323648953785937
"1004",0.00607868307785242
"1005",0.00266446504296933
"1006",0.0114903810165431
"1007",0
"1008",-0.00736355226642002
"1009",0
"1010",3.72772683217435e-05
"1011",0.00201289745405751
"1012",0.026375506863584
"1013",0.0127944907575209
"1014",0
"1015",0.00611960061553874
"1016",0
"1017",0.0182827061250623
"1018",-0.0191770294816264
"1019",-0.00103280031340151
"1020",0.00463458110516934
"1021",0
"1022",-0.0134137686302343
"1023",0
"1024",0.000683404071649554
"1025",0.0161388878904425
"1026",0.000990449239476541
"1027",-0.0185525478832426
"1028",0
"1029",0.00824541821193232
"1030",0
"1031",-0.0061067066638097
"1032",0.0120369372282706
"1033",0.00386991408080668
"1034",-0.00435013262599476
"1035",0
"1036",0.00341005967604446
"1037",0
"1038",-0.00180543755310123
"1039",0.000354647657552222
"1040",0.00503421136597308
"1041",0.0156972027232001
"1042",0
"1043",-0.00830034034868378
"1044",0
"1045",-0.00154088600945547
"1046",0.000982077093051868
"1047",-0.00760363012018651
"1048",0.00303650872113564
"1049",0
"1050",-0.000950436496761572
"1051",0
"1052",0.00482717310877005
"1053",0.00115716389648633
"1054",-0.0145353928058562
"1055",0.0248436167187945
"1056",0
"1057",0.0162996358591989
"1058",0
"1059",0
"1060",0.0278450776318034
"1061",-0.00683908236778324
"1062",0.00130369379909747
"1063",0
"1064",0.00467383321092342
"1065",0
"1066",-0.00418688110586825
"1067",0.0099105712760277
"1068",0.00158599041797462
"1069",-0.000263913172566286
"1070",0
"1071",-0.0123081999670022
"1072",0
"1073",0.00531204062541764
"1074",-0.000864045727958496
"1075",-0.000798270414102808
"1076",0.00116507439832229
"1077",0
"1078",0
"1079",0.0193842266258812
"1080",0
"1081",0.0027398153886298
"1082",0.00198419152327356
"1083",-0.00766134268276844
"1084",0
"1085",-0.00160298351216962
"1086",0
"1087",0.00779842065598471
"1088",0.00536463244139546
"1089",-0.0109954078002717
"1090",-0.00353148911124182
"1091",0
"1092",-0.00951630898470828
"1093",0
"1094",-0.00725549960243841
"1095",-0.00507258468212909
"1096",0.0164693254620467
"1097",-0.00798574445617749
"1098",0
"1099",-0.00392522120950028
"1100",0
"1101",0.00327277584824998
"1102",0.000932028493442574
"1103",-0.00186232125041567
"1104",0.000799626840807653
"1105",0
"1106",0.0134496304680737
"1107",0
"1108",-0.000952631233164587
"1109",0.0053266695163252
"1110",-0.014619787408013
"1111",-0.0109532660647902
"1112",0
"1113",-0.00308745553392854
"1114",0
"1115",-0.00797818622500499
"1116",0.0129967084054429
"1117",0.0164143105989548
"1118",-0.0118317843253575
"1119",0
"1120",0.00140079378314372
"1121",0
"1122",0.00306411323896747
"1123",0.000929707474184076
"1124",-0.00826007629789354
"1125",-0.0104696280438854
"1126",0
"1127",0.00774093229219472
"1128",0
"1129",-0.00187843821280018
"1130",-0.00181476004839363
"1131",0.00508383273853625
"1132",-0.00177536595987009
"1133",0
"1134",0.00110738255033563
"1135",0
"1136",-0.00422351087721663
"1137",0.00612650217120553
"1138",0.0014051992371775
"1139",0.0112926397380643
"1140",0
"1141",-0.0139086193795632
"1142",0
"1143",-0.00378584829804348
"1144",0.00359845300151331
"1145",0.0126332015280478
"1146",-0.00142294582878328
"1147",0
"1148",0.000430805938494228
"1149",0
"1150",-0.0135811057007519
"1151",-0.00194768125188898
"1152",-0.00121126476228926
"1153",-0.0135421930267811
"1154",0
"1155",-0.00372229621281976
"1156",0
"1157",-0.00455885377390834
"1158",0.00747219448366112
"1159",0.00256340146284777
"1160",0.000170456482460028
"1161",0
"1162",0.000511282295998364
"1163",0
"1164",0.000545089087997789
"1165",0.00221321801899963
"1166",-0.00315961133383169
"1167",-0.00177226406734597
"1168",0
"1169",-0.00413124381166988
"1170",0
"1171",-0.00257131102578168
"1172",-0.000206235176846789
"1173",0.000206277718568558
"1174",0.00378097824218884
"1175",0
"1176",0.000684861144402972
"1177",0
"1178",0.0110529377545083
"1179",-0.00148920327624724
"1180",0.000576232119856373
"1181",-0.0110437345438531
"1182",0
"1183",0.00140444627136639
"1184",0
"1185",0.00222343846206472
"1186",0.00126284173521274
"1187",0.000681756203981456
"1188",-0.000817550074942121
"1189",0
"1190",0.00770489567707635
"1191",0
"1192",-0.00142093511063004
"1193",-0.00118579753354113
"1194",0.00179776805400094
"1195",0.00155752691812823
"1196",0
"1197",0.00209601081812029
"1198",0
"1199",0
"1200",0
"1201",0.019836718170164
"1202",0
"1203",0
"1204",0.00215018193847172
"1205",0
"1206",0
"1207",0
"1208",0.00815316058755564
"1209",0.0141771986117478
"1210",0
"1211",0.0157223567393058
"1212",0
"1213",-0.0033373593541415
"1214",0.00261504608221458
"1215",-0.0134864340468845
"1216",0.00183782040947923
"1217",0
"1218",-0.00238156539649834
"1219",0
"1220",-0.00309697399832259
"1221",0.00252410847194362
"1222",0.0035829567462879
"1223",0.00196198256730241
"1224",0
"1225",0.00163713405238841
"1226",0
"1227",-0.00567253148735707
"1228",0.00360987558821642
"1229",0.00385381206243176
"1230",0.00089577068270514
"1231",0
"1232",0.0101003643802339
"1233",0
"1234",-0.00386051515726847
"1235",-0.000349428208386248
"1236",0.00305062124630586
"1237",0.00376999841596708
"1238",0
"1239",-0.00596515591465727
"1240",0
"1241",-0.0104143514843627
"1242",-0.00324060705233096
"1243",0.00643790639284105
"1244",0.00598093775986704
"1245",0
"1246",0.000349728165834709
"1247",0
"1248",-0.00171624713958813
"1249",-0.00432983126392866
"1250",0.00725842552919352
"1251",0.00403161804387171
"1252",0
"1253",-0.000379410648792296
"1254",0
"1255",0.00572494939271252
"1256",0.00902600874296326
"1257",0.00922578232140628
"1258",0.0150092649783817
"1259",0
"1260",0.0172518712347107
"1261",0
"1262",-0.0127718122812791
"1263",-0.00933163667212014
"1264",0.0104593553122515
"1265",-0.0255145278450364
"1266",0
"1267",-0.00633599403671138
"1268",0
"1269",0.0099084174663207
"1270",0.0163107397090683
"1271",0.0108109754240643
"1272",0.0144914437213788
"1273",0
"1274",-0.00662251655629144
"1275",0
"1276",-0.0100448430493273
"1277",-0.00117774959231748
"1278",-0.0502191987906273
"1279",-0.00502960463487623
"1280",0
"1281",-0.0480547734834911
"1282",0
"1283",0.03260065873496
"1284",-0.0247363624528056
"1285",-0.0159858496862902
"1286",0.0136679667627608
"1287",0
"1288",0.0207441113490364
"1289",0
"1290",0.0526747082732397
"1291",-0.000186828584773442
"1292",0.0182814787131333
"1293",-0.0107046733545388
"1294",0
"1295",0.000618314474741854
"1296",0
"1297",-0.00577766792312915
"1298",-0.0201373566611766
"1299",0.025530430370112
"1300",-0.00228847105393372
"1301",0
"1302",0.0218213377967888
"1303",0
"1304",0.000576351392343654
"1305",-0.000879187509474031
"1306",0.0199356718048308
"1307",0
"1308",0
"1309",0.0364442328860857
"1310",0
"1311",0
"1312",-0.0133474941156209
"1313",0.00631309458004824
"1314",-0.0213645562301243
"1315",0
"1316",-0.00375173554695572
"1317",0
"1318",-0.00246115526034877
"1319",0.0169436104753129
"1320",0.0150244073543597
"1321",-0.0117206623470122
"1322",0
"1323",-0.000553645317326211
"1324",0
"1325",-0.0136447126738389
"1326",0.00697585055126952
"1327",-0.000352247042592485
"1328",-0.00969020701805902
"1329",0
"1330",0.0135507783543365
"1331",0
"1332",-0.00558773623544553
"1333",-0.00473654790974079
"1334",0.00741945019213713
"1335",0
"1336",0
"1337",-0.000762888412898656
"1338",0
"1339",-0.000205549845837562
"1340",0.00352443609022556
"1341",0.0135799578553031
"1342",0.00216562716562717
"1343",0
"1344",-0.000374564208949125
"1345",0
"1346",0.0018735227993313
"1347",0.00595529215454985
"1348",-0.0133844305897156
"1349",0.00501478346570808
"1350",0
"1351",0
"1352",-0.00767211790833836
"1353",0
"1354",-0.0149106234558931
"1355",0.0134249970494512
"1356",0.00660901971060071
"1357",0
"1358",0.00109909180308895
"1359",0
"1360",0.00667398590084374
"1361",-0.0211233246276154
"1362",-0.00310786642038289
"1363",-0.00976441869356778
"1364",0
"1365",0.00409872583088293
"1366",0
"1367",0.0136953885290029
"1368",0.00498978698570175
"1369",0.00940739235213847
"1370",-0.00273263339565655
"1371",0
"1372",-0.0132967983847707
"1373",0
"1374",0.00549562980502199
"1375",0.00261650725353955
"1376",-0.00281265404355259
"1377",0.00886885722593777
"1378",0
"1379",0.0156218475284623
"1380",0
"1381",0.0040014757215428
"1382",-0.00161117078410319
"1383",-0.00537923614846692
"1384",-0.0050952150522331
"1385",0
"1386",0.0137331197070268
"1387",0
"1388",-0.00197561526303906
"1389",0.00166845766642161
"1390",0.0036136755032326
"1391",-0.0025598469717854
"1392",0
"1393",0.00846071408426871
"1394",0
"1395",0.000922870406622218
"1396",0.0120421334972479
"1397",0.000552150626690961
"1398",-0.00496661332156062
"1399",0
"1400",0.00244024180577899
"1401",0
"1402",-0.00309820193637616
"1403",0.00149841833620058
"1404",0.00171783220658325
"1405",-0.000193616197377959
"1406",0
"1407",0.0045923589786152
"1408",0
"1409",0.0148156307658414
"1410",0.00534585221567943
"1411",0.0139818613690347
"1412",0.0126710323164563
"1413",0
"1414",0.0181641343777931
"1415",0
"1416",0.00219451114037126
"1417",0.00515224895666959
"1418",0.00345994156543134
"1419",0.0037034199167369
"1420",0
"1421",-0.00323171662680042
"1422",0
"1423",0.00987975798422309
"1424",0.0355174680216391
"1425",0.00927666430681347
"1426",-0.0174152819098759
"1427",0
"1428",0.00657263126800084
"1429",0
"1430",-0.0512839325018341
"1431",-0.00399556621039878
"1432",0.00639267042807594
"1433",0.000257168574000257
"1434",0
"1435",0.0144491579894588
"1436",0
"1437",0.0181970246090681
"1438",-0.0138145612943373
"1439",-0.027183240787481
"1440",-0.00145292270970095
"1441",0
"1442",0.010185257359628
"1443",0
"1444",-0.016872861956326
"1445",0.0114067446301965
"1446",-0.00470783000077609
"1447",0.0174129999740104
"1448",0
"1449",0
"1450",0.00766342248448157
"1451",0
"1452",-0.0128273379471189
"1453",-0.00338974345805188
"1454",-0.00729212296116885
"1455",0
"1456",0.00111612936718065
"1457",0
"1458",-0.00907464544063885
"1459",0.018969622439101
"1460",0.00978327855382085
"1461",-0.00958677685950409
"1462",0
"1463",0.0058026086063469
"1464",0
"1465",-0.00477357430949106
"1466",0.00638674429938187
"1467",-0.0130237536955857
"1468",0.0075403486120077
"1469",0
"1470",-0.0212727785324346
"1471",0
"1472",-0.00175452379081882
"1473",-0.0171038824763903
"1474",-0.00621863990605321
"1475",-0.00110111454276888
"1476",0
"1477",0.00247351723396242
"1478",0
"1479",0.0105401491176313
"1480",0.00156585896653311
"1481",0.00800254385500022
"1482",0.000552050473186096
"1483",0
"1484",0.00344184335671683
"1485",0
"1486",0.00198994553833273
"1487",-0.0151040033448312
"1488",0.00156540196338554
"1489",0.0189673898646322
"1490",0
"1491",0.00116989470947615
"1492",0
"1493",-0.0177616203583485
"1494",0.00991381589382964
"1495",-0.00950236904793061
"1496",0.00695068449706637
"1497",0
"1498",0.000288706333167085
"1499",0
"1500",-0.00377833753148605
"1501",0.0135640539401601
"1502",-0.0120572720422005
"1503",0.0014203424603488
"1504",0
"1505",-0.00273159456832929
"1506",0
"1507",0.00381890489609945
"1508",-0.0187595109408616
"1509",0.00018717077996733
"1510",0.00617547986953962
"1511",0
"1512",0.00427770544942487
"1513",0
"1514",0.00973596486586585
"1515",-0.00427081695750137
"1516",0.0201563034497276
"1517",0.00121230880342537
"1518",0
"1519",-0.0378709810387469
"1520",0
"1521",0.00610507149360043
"1522",-0.00944802256879757
"1523",0.00746930331282402
"1524",0.00856068485478848
"1525",0
"1526",-0.0028028980908563
"1527",0
"1528",0.00182965634280868
"1529",-0.0068552976363781
"1530",-0.00999413677309312
"1531",0.00987966726788173
"1532",0
"1533",-0.01892626752679
"1534",0
"1535",-0.0220628192587763
"1536",0.00589019782173824
"1537",-0.00154679040989943
"1538",-0.0155471948655528
"1539",0
"1540",-0.00941381442140168
"1541",0
"1542",0.027346741936399
"1543",0.00654424962032302
"1544",0.00534950071326676
"1545",0.00581220836630561
"1546",0
"1547",0.00919696147585461
"1548",0
"1549",0.00440872066453402
"1550",-0.014131627545968
"1551",0.00141170082801678
"1552",-0.00127416162875805
"1553",0
"1554",-0.00589033659066227
"1555",0
"1556",0.0106490456816754
"1557",0.0007024558938751
"1558",0.020950889602851
"1559",-0.00581779717043501
"1560",0
"1561",0.000132996409096954
"1562",0
"1563",-0.00154255319148941
"1564",-0.00111874700335619
"1565",0
"1566",0
"1567",0
"1568",-0.000373333333333358
"1569",0
"1570",0
"1571",0.00709598250013336
"1572",0
"1573",0
"1574",0
"1575",0.0294553930917568
"1576",0
"1577",-0.00146665294359826
"1578",-0.00432911588115539
"1579",-0.00613369911229594
"1580",-0.0297901150981719
"1581",0
"1582",-0.00840088034784481
"1583",0
"1584",-0.00324807145757207
"1585",0.0095587236931432
"1586",-0.00919923608682783
"1587",-0.00149314510655626
"1588",0
"1589",-0.00323545405111476
"1590",0
"1591",0.000900139112408331
"1592",0.01193655638524
"1593",0.00296240439513088
"1594",-0.00504806401374785
"1595",0
"1596",0.00223997409186585
"1597",0
"1598",-0.000134636615774026
"1599",-0.00732521814068723
"1600",0.00580575149213242
"1601",0.00544856233478983
"1602",0
"1603",-0.000456057516900906
"1604",0
"1605",-0.0160229743149307
"1606",0.0012819813430801
"1607",-0.0269961044975346
"1608",0.0095470071112604
"1609",0
"1610",0.0179150836129676
"1611",0
"1612",0.00237024928483853
"1613",0.00165796912372265
"1614",-0.00138387648224035
"1615",-0.0129069072333025
"1616",0
"1617",0.000523026949651799
"1618",0
"1619",-0.0126836515710119
"1620",-0.00755190190887555
"1621",-0.00423990565507944
"1622",0.00735978343625748
"1623",0
"1624",0.0118967640801702
"1625",0
"1626",-0.00431547207391627
"1627",-0.00647348095463012
"1628",-0.0046700223713646
"1629",-0.020678223246144
"1630",0
"1631",-0.00499182373698242
"1632",0
"1633",-0.00593950926967112
"1634",-0.00722220610842
"1635",0.000409021853453207
"1636",-0.00925763682027914
"1637",0
"1638",-0.00542372881355935
"1639",0
"1640",0.0176936071841381
"1641",-0.000407711573184254
"1642",0.00469059550168975
"1643",-0.0112802667826592
"1644",0
"1645",0.0110570154856876
"1646",0
"1647",0.00658486351637508
"1648",-0.00308357348703165
"1649",-0.00216806868441592
"1650",0.00538849296019465
"1651",0
"1652",0.000547487321346269
"1653",0
"1654",-0.00573107162399565
"1655",0.0024910207391959
"1656",0.00392950014446689
"1657",-0.00316583203822023
"1658",0
"1659",-0.0149266658967548
"1660",0
"1661",-0.0128960403294352
"1662",0.00421627720538015
"1663",0.0206971999645191
"1664",0
"1665",0
"1666",0.0107760493612584
"1667",0
"1668",0
"1669",-0.00378299372366958
"1670",0.0100399873421363
"1671",-0.00814582739960123
"1672",0
"1673",-0.00479554330346895
"1674",0
"1675",0.00871396831808878
"1676",-0.00709402442861643
"1677",0.0124744317363372
"1678",0.00981675392670157
"1679",0
"1680",2.81777452168021e-05
"1681",0
"1682",0.00188785573400953
"1683",0.0114464099895942
"1684",-0.00581136692247806
"1685",-0.00332820584533634
"1686",0
"1687",-0.00474239533056462
"1688",0
"1689",0.00609016832548577
"1690",-0.00669786733178267
"1691",-0.00538878230448028
"1692",0.0028366380166227
"1693",0
"1694",0
"1695",0.0170282578564761
"1696",0
"1697",-0.00862188847170074
"1698",0.0173376350119232
"1699",0.0129057165706091
"1700",0
"1701",0.00212354686776842
"1702",0
"1703",-0.00616697003450251
"1704",0.000874747143403934
"1705",-0.00486152837712355
"1706",0.00894719508178722
"1707",0
"1708",0.00848702464501395
"1709",0
"1710",0.00703997410584234
"1711",0.0116244810499532
"1712",-0.00537477825730101
"1713",-0.00127775115796191
"1714",0
"1715",0.00226557918865611
"1716",0
"1717",0.00364332633034593
"1718",0.00675675675675676
"1719",-0.00436899592051583
"1720",0.0044939067910862
"1721",0
"1722",0
"1723",-0.000315797784152286
"1724",0
"1725",0.00179008608208076
"1726",-0.0190250952568651
"1727",0.0128847338672953
"1728",0
"1729",-0.00116365175076686
"1730",0
"1731",0.00251535691590765
"1732",0.000765919235137109
"1733",-0.00314050459199822
"1734",-0.00402403833425999
"1735",0
"1736",-0.00821349778049496
"1737",0
"1738",-0.000268010291595197
"1739",-0.00233231462119989
"1740",-0.0440951229343007
"1741",-0.0031483667847305
"1742",0
"1743",0.00109976876656706
"1744",0
"1745",0
"1746",0.00932368102306975
"1747",-0.00376758204956464
"1748",0.00100848810824449
"1749",0
"1750",-0.00355413763188097
"1751",0
"1752",-0.0139583216311857
"1753",0.00438633968498108
"1754",0.010407509287355
"1755",0.00261015997754706
"1756",0
"1757",0.00291128964532644
"1758",0
"1759",0.0103274067044408
"1760",-0.00287316628449862
"1761",0.00169007840855565
"1762",-0.000940421530121174
"1763",0
"1764",-0.0075304540420819
"1765",0
"1766",0.0119671948225841
"1767",0.0051547812663672
"1768",0.000301667397981546
"1769",0.000301576422206966
"1770",0
"1771",-0.00515266129474311
"1772",0
"1773",0.00449060554300505
"1774",-0.0114643043251693
"1775",-0.00149821047082654
"1776",8.33588040789483e-05
"1777",0
"1778",0.000333407423872047
"1779",0
"1780",8.33240751026906e-05
"1781",-0.00208292831949343
"1782",0.0182010464210175
"1783",-0.00194063302902747
"1784",0
"1785",-0.00783239764480348
"1786",0
"1787",0.000662452731237432
"1788",0.00907511102529436
"1789",-0.0154994259471871
"1790",-0.021019019852839
"1791",0
"1792",-0.013642293947473
"1793",0
"1794",-0.0089139373724013
"1795",0.011750369919053
"1796",0.00217939894471219
"1797",0.0151367746366028
"1798",0
"1799",0.00704681906587367
"1800",0
"1801",0.00173538220393548
"1802",-0.00335298555422057
"1803",-0.000784995374134453
"1804",-0.00168345444852838
"1805",0
"1806",0.012900143334926
"1807",0
"1808",0.00357935627081024
"1809",-0.0109209544084713
"1810",-0.00117403701011916
"1811",0.00666069629463791
"1812",0
"1813",0
"1814",0.00909090909090904
"1815",0
"1816",-0.00168057966223101
"1817",0.000413952974942047
"1818",0.00615155443987757
"1819",0
"1820",-0.00115150518177339
"1821",0
"1822",-0.0106774264382959
"1823",-0.00896151818661049
"1824",0.00125979843225084
"1825",0.00355095764015093
